GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JQLE001,NAME_M,JQLM001
"G3400270","2006-2010","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34027",,,"Morris County, New Jersey",23188395600,"Morris County, New Jersey",338207714
"G3400290","2006-2010","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34029",,,"Ocean County, New Jersey",16982325600,"Ocean County, New Jersey",192511321
"G3400310","2006-2010","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34031",,,"Passaic County, New Jersey",12948286600,"Passaic County, New Jersey",179124141
"G3400330","2006-2010","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34033",,,"Salem County, New Jersey",1801021100,"Salem County, New Jersey",43257097
"G3400350","2006-2010","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34035",,,"Somerset County, New Jersey",15030621500,"Somerset County, New Jersey",271560747
"G3400370","2006-2010","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34037",,,"Sussex County, New Jersey",5397092100,"Sussex County, New Jersey",111110169
"G3400390","2006-2010","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34039",,,"Union County, New Jersey",18055460100,"Union County, New Jersey",268311285
"G3400410","2006-2010","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34041",,,"Warren County, New Jersey",3594772700,"Warren County, New Jersey",91804523
"G3500010","2006-2010","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35001",,,"Bernalillo County, New Mexico",16911669600,"Bernalillo County, New Mexico",197512859
"G3500030","2006-2010","NM",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35003",,,"Catron County, New Mexico",76310200,"Catron County, New Mexico",8174710
"G3500050","2006-2010","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35005",,,"Chaves County, New Mexico",1189197300,"Chaves County, New Mexico",45476834
"G3500060","2006-2010","NM",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35006",,,"Cibola County, New Mexico",399861400,"Cibola County, New Mexico",24934055
"G3500070","2006-2010","NM",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35007",,,"Colfax County, New Mexico",291023300,"Colfax County, New Mexico",17143459
"G3500090","2006-2010","NM",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35009",,,"Curry County, New Mexico",934977600,"Curry County, New Mexico",38484645
"G3500110","2006-2010","NM",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35011",,,"De Baca County, New Mexico",36803400,"De Baca County, New Mexico",6904174
"G3500130","2006-2010","NM",,,"New Mexico","35","Dona Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35013",,,"Doña Ana County, New Mexico",3693678800,"Doña Ana County, New Mexico",76876016
"G3500150","2006-2010","NM",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35015",,,"Eddy County, New Mexico",1294872700,"Eddy County, New Mexico",70871892
"G3500170","2006-2010","NM",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35017",,,"Grant County, New Mexico",628702000,"Grant County, New Mexico",36590325
"G3500190","2006-2010","NM",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35019",,,"Guadalupe County, New Mexico",64410800,"Guadalupe County, New Mexico",9330162
"G3500210","2006-2010","NM",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35021",,,"Harding County, New Mexico",13847400,"Harding County, New Mexico",2258933
"G3500230","2006-2010","NM",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35023",,,"Hidalgo County, New Mexico",86624300,"Hidalgo County, New Mexico",12432645
"G3500250","2006-2010","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35025",,,"Lea County, New Mexico",1227363900,"Lea County, New Mexico",50735864
"G3500270","2006-2010","NM",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35027",,,"Lincoln County, New Mexico",497984500,"Lincoln County, New Mexico",37646476
"G3500280","2006-2010","NM",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35028",,,"Los Alamos County, New Mexico",895028800,"Los Alamos County, New Mexico",35880114
"G3500290","2006-2010","NM",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35029",,,"Luna County, New Mexico",396136400,"Luna County, New Mexico",38492328
"G3500310","2006-2010","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35031",,,"McKinley County, New Mexico",913821700,"McKinley County, New Mexico",35641339
"G3500330","2006-2010","NM",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35033",,,"Mora County, New Mexico",108479100,"Mora County, New Mexico",18868724
"G3500350","2006-2010","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35035",,,"Otero County, New Mexico",1208857900,"Otero County, New Mexico",43178344
"G3500370","2006-2010","NM",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35037",,,"Quay County, New Mexico",164139800,"Quay County, New Mexico",13784376
"G3500390","2006-2010","NM",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35039",,,"Rio Arriba County, New Mexico",800416300,"Rio Arriba County, New Mexico",36897143
"G3500410","2006-2010","NM",,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35041",,,"Roosevelt County, New Mexico",328033700,"Roosevelt County, New Mexico",23178066
"G3500430","2006-2010","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35043",,,"Sandoval County, New Mexico",3228274500,"Sandoval County, New Mexico",92073653
"G3500450","2006-2010","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35045",,,"San Juan County, New Mexico",2642807100,"San Juan County, New Mexico",79599781
"G3500470","2006-2010","NM",,,"New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35047",,,"San Miguel County, New Mexico",542683800,"San Miguel County, New Mexico",31980772
"G3500490","2006-2010","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35049",,,"Santa Fe County, New Mexico",4561097500,"Santa Fe County, New Mexico",132304982
"G3500510","2006-2010","NM",,,"New Mexico","35","Sierra County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35051",,,"Sierra County, New Mexico",198973100,"Sierra County, New Mexico",20521172
"G3500530","2006-2010","NM",,,"New Mexico","35","Socorro County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35053",,,"Socorro County, New Mexico",319779300,"Socorro County, New Mexico",27639810
"G3500550","2006-2010","NM",,,"New Mexico","35","Taos County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35055",,,"Taos County, New Mexico",721348300,"Taos County, New Mexico",40392596
"G3500570","2006-2010","NM",,,"New Mexico","35","Torrance County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35057",,,"Torrance County, New Mexico",284521800,"Torrance County, New Mexico",18234112
"G3500590","2006-2010","NM",,,"New Mexico","35","Union County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35059",,,"Union County, New Mexico",84373800,"Union County, New Mexico",10170423
"G3500610","2006-2010","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35061",,,"Valencia County, New Mexico",1487704100,"Valencia County, New Mexico",47654167
"G3600010","2006-2010","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36001",,,"Albany County, New York",9383272600,"Albany County, New York",148156473
"G3600030","2006-2010","NY",,,"New York","36","Allegany County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36003",,,"Allegany County, New York",984971800,"Allegany County, New York",34173385
"G3600050","2006-2010","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36005",,,"Bronx County, New York",24002165600,"Bronx County, New York",223337609
"G3600070","2006-2010","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36007",,,"Broome County, New York",4882349500,"Broome County, New York",86995594
"G3600090","2006-2010","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36009",,,"Cattaraugus County, New York",1682045700,"Cattaraugus County, New York",33582520
"G3600110","2006-2010","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36011",,,"Cayuga County, New York",1846631800,"Cayuga County, New York",42745692
"G3600130","2006-2010","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36013",,,"Chautauqua County, New York",2844922800,"Chautauqua County, New York",55812907
"G3600150","2006-2010","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36015",,,"Chemung County, New York",2080865700,"Chemung County, New York",58086383
"G3600170","2006-2010","NY",,,"New York","36","Chenango County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36017",,,"Chenango County, New York",1124815800,"Chenango County, New York",43088540
"G3600190","2006-2010","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36019",,,"Clinton County, New York",1866722200,"Clinton County, New York",54255871
"G3600210","2006-2010","NY",,,"New York","36","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36021",,,"Columbia County, New York",2013855700,"Columbia County, New York",92366872
"G3600230","2006-2010","NY",,,"New York","36","Cortland County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36023",,,"Cortland County, New York",1091787400,"Cortland County, New York",35900963
"G3600250","2006-2010","NY",,,"New York","36","Delaware County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36025",,,"Delaware County, New York",1105601600,"Delaware County, New York",35584846
"G3600270","2006-2010","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36027",,,"Dutchess County, New York",9370847900,"Dutchess County, New York",169735505
"G3600290","2006-2010","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36029",,,"Erie County, New York",24299801600,"Erie County, New York",213718402
"G3600310","2006-2010","NY",,,"New York","36","Essex County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36031",,,"Essex County, New York",961363900,"Essex County, New York",58441935
"G3600330","2006-2010","NY",,,"New York","36","Franklin County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36033",,,"Franklin County, New York",1023939700,"Franklin County, New York",33693988
"G3600350","2006-2010","NY",,,"New York","36","Fulton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36035",,,"Fulton County, New York",1284598500,"Fulton County, New York",77532725
"G3600370","2006-2010","NY",,,"New York","36","Genesee County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36037",,,"Genesee County, New York",1458212600,"Genesee County, New York",55213453
"G3600390","2006-2010","NY",,,"New York","36","Greene County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36039",,,"Greene County, New York",1159194100,"Greene County, New York",55248128
"G3600410","2006-2010","NY",,,"New York","36","Hamilton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36041",,,"Hamilton County, New York",147067600,"Hamilton County, New York",13116423
"G3600430","2006-2010","NY",,,"New York","36","Herkimer County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36043",,,"Herkimer County, New York",1409360900,"Herkimer County, New York",31779208
"G3600450","2006-2010","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36045",,,"Jefferson County, New York",2511173100,"Jefferson County, New York",47577410
"G3600470","2006-2010","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36047",,,"Kings County, New York",58229206000,"Kings County, New York",462631264
"G3600490","2006-2010","NY",,,"New York","36","Lewis County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36049",,,"Lewis County, New York",566539300,"Lewis County, New York",19080889
"G3600510","2006-2010","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36051",,,"Livingston County, New York",1500097300,"Livingston County, New York",35943676
"G3600530","2006-2010","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36053",,,"Madison County, New York",1771990800,"Madison County, New York",50404763
"G3600550","2006-2010","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36055",,,"Monroe County, New York",20013372600,"Monroe County, New York",209191699
"G3600570","2006-2010","NY",,,"New York","36","Montgomery County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36057",,,"Montgomery County, New York",1116133400,"Montgomery County, New York",32142251
"G3600590","2006-2010","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36059",,,"Nassau County, New York",55006857200,"Nassau County, New York",479323880
"G3600610","2006-2010","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36061",,,"New York County, New York",93653349400,"New York County, New York",985948532
"G3600630","2006-2010","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36063",,,"Niagara County, New York",5234023700,"Niagara County, New York",96973690
"G3600650","2006-2010","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36065",,,"Oneida County, New York",5501561400,"Oneida County, New York",100016245
"G3600670","2006-2010","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36067",,,"Onondaga County, New York",12537299200,"Onondaga County, New York",160798359
"G3600690","2006-2010","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36069",,,"Ontario County, New York",3077366600,"Ontario County, New York",71637668
"G3600710","2006-2010","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36071",,,"Orange County, New York",10715189700,"Orange County, New York",168650139
"G3600730","2006-2010","NY",,,"New York","36","Orleans County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36073",,,"Orleans County, New York",898433000,"Orleans County, New York",26189801
"G3600750","2006-2010","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36075",,,"Oswego County, New York",2640488800,"Oswego County, New York",61222786
"G3600770","2006-2010","NY",,,"New York","36","Otsego County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36077",,,"Otsego County, New York",1433783700,"Otsego County, New York",50567403
"G3600790","2006-2010","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36079",,,"Putnam County, New York",3774274600,"Putnam County, New York",105438468
"G3600810","2006-2010","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36081",,,"Queens County, New York",56195958500,"Queens County, New York",386976827
"G3600830","2006-2010","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36083",,,"Rensselaer County, New York",4355457200,"Rensselaer County, New York",78946765
"G3600850","2006-2010","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36085",,,"Richmond County, New York",14294174400,"Richmond County, New York",164909337
"G3600870","2006-2010","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36087",,,"Rockland County, New York",10478652200,"Rockland County, New York",203889425
"G3600890","2006-2010","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36089",,,"St. Lawrence County, New York",2251504900,"St. Lawrence County, New York",54053667
"G3600910","2006-2010","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36091",,,"Saratoga County, New York",6992855300,"Saratoga County, New York",118496911
"G3600930","2006-2010","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36093",,,"Schenectady County, New York",4214874900,"Schenectady County, New York",87274473
"G3600950","2006-2010","NY",,,"New York","36","Schoharie County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36095",,,"Schoharie County, New York",823153000,"Schoharie County, New York",28828189
"G3600970","2006-2010","NY",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36097",,,"Schuyler County, New York",410738000,"Schuyler County, New York",15273357
"G3600990","2006-2010","NY",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36099",,,"Seneca County, New York",770357200,"Seneca County, New York",19134021
"G3601010","2006-2010","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36101",,,"Steuben County, New York",2298196500,"Steuben County, New York",49458453
"G3601030","2006-2010","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36103",,,"Suffolk County, New York",53008118500,"Suffolk County, New York",357616518
"G3601050","2006-2010","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36105",,,"Sullivan County, New York",1818165500,"Sullivan County, New York",61633747
"G3601070","2006-2010","NY",,,"New York","36","Tioga County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36107",,,"Tioga County, New York",1263671400,"Tioga County, New York",41368741
"G3601090","2006-2010","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36109",,,"Tompkins County, New York",2589425300,"Tompkins County, New York",68839095
"G3601110","2006-2010","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36111",,,"Ulster County, New York",5292217800,"Ulster County, New York",110749320
"G3601130","2006-2010","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36113",,,"Warren County, New York",1822992000,"Warren County, New York",49124994
"G3601150","2006-2010","NY",,,"New York","36","Washington County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36115",,,"Washington County, New York",1409837600,"Washington County, New York",38406534
"G3601170","2006-2010","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36117",,,"Wayne County, New York",2256281900,"Wayne County, New York",46673780
"G3601190","2006-2010","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36119",,,"Westchester County, New York",44916779700,"Westchester County, New York",549348931
"G3601210","2006-2010","NY",,,"New York","36","Wyoming County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36121",,,"Wyoming County, New York",872959900,"Wyoming County, New York",24836922
"G3601230","2006-2010","NY",,,"New York","36","Yates County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36123",,,"Yates County, New York",587192100,"Yates County, New York",35914617
"G3700010","2006-2010","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37001",,,"Alamance County, North Carolina",3356029000,"Alamance County, North Carolina",72145878
"G3700030","2006-2010","NC",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37003",,,"Alexander County, North Carolina",762290600,"Alexander County, North Carolina",41152722
"G3700050","2006-2010","NC",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37005",,,"Alleghany County, North Carolina",209696000,"Alleghany County, North Carolina",16596998
"G3700070","2006-2010","NC",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37007",,,"Anson County, North Carolina",451482400,"Anson County, North Carolina",36682495
"G3700090","2006-2010","NC",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37009",,,"Ashe County, North Carolina",545128500,"Ashe County, North Carolina",26469785
"G3700110","2006-2010","NC",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37011",,,"Avery County, North Carolina",421214000,"Avery County, North Carolina",72993668
"G3700130","2006-2010","NC",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37013",,,"Beaufort County, North Carolina",1072418500,"Beaufort County, North Carolina",59128857
"G3700150","2006-2010","NC",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37015",,,"Bertie County, North Carolina",367951200,"Bertie County, North Carolina",31255823
"G3700170","2006-2010","NC",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37017",,,"Bladen County, North Carolina",619503200,"Bladen County, North Carolina",37881061
"G3700190","2006-2010","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37019",,,"Brunswick County, North Carolina",2683994800,"Brunswick County, North Carolina",78917494
"G3700210","2006-2010","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37021",,,"Buncombe County, North Carolina",5986293300,"Buncombe County, North Carolina",126370897
"G3700230","2006-2010","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37023",,,"Burke County, North Carolina",1740508200,"Burke County, North Carolina",60082723
"G3700250","2006-2010","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37025",,,"Cabarrus County, North Carolina",4447840800,"Cabarrus County, North Carolina",105524279
"G3700270","2006-2010","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37027",,,"Caldwell County, North Carolina",1617471600,"Caldwell County, North Carolina",47805133
"G3700290","2006-2010","NC",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37029",,,"Camden County, North Carolina",248259900,"Camden County, North Carolina",17265288
"G3700310","2006-2010","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37031",,,"Carteret County, North Carolina",1743217900,"Carteret County, North Carolina",55037330
"G3700330","2006-2010","NC",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37033",,,"Caswell County, North Carolina",424823400,"Caswell County, North Carolina",21597082
"G3700350","2006-2010","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37035",,,"Catawba County, North Carolina",3517722400,"Catawba County, North Carolina",88865419
"G3700370","2006-2010","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37037",,,"Chatham County, North Carolina",1842250700,"Chatham County, North Carolina",72341615
"G3700390","2006-2010","NC",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37039",,,"Cherokee County, North Carolina",566755200,"Cherokee County, North Carolina",39217490
"G3700410","2006-2010","NC",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37041",,,"Chowan County, North Carolina",310547000,"Chowan County, North Carolina",25046322
"G3700430","2006-2010","NC",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37043",,,"Clay County, North Carolina",213299400,"Clay County, North Carolina",21751917
"G3700450","2006-2010","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37045",,,"Cleveland County, North Carolina",1885695400,"Cleveland County, North Carolina",44124446
"G3700470","2006-2010","NC",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37047",,,"Columbus County, North Carolina",1068011400,"Columbus County, North Carolina",44041726
"G3700490","2006-2010","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37049",,,"Craven County, North Carolina",2459165400,"Craven County, North Carolina",77949817
"G3700510","2006-2010","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37051",,,"Cumberland County, North Carolina",6975076300,"Cumberland County, North Carolina",107626331
"G3700530","2006-2010","NC",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37053",,,"Currituck County, North Carolina",607714600,"Currituck County, North Carolina",35041566
"G3700550","2006-2010","NC",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37055",,,"Dare County, North Carolina",1020494700,"Dare County, North Carolina",50230061
"G3700570","2006-2010","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37057",,,"Davidson County, North Carolina",3577107700,"Davidson County, North Carolina",63738659
"G3700590","2006-2010","NC",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37059",,,"Davie County, North Carolina",1060730200,"Davie County, North Carolina",41911535
"G3700610","2006-2010","NC",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37061",,,"Duplin County, North Carolina",945765500,"Duplin County, North Carolina",38065361
"G3700630","2006-2010","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37063",,,"Durham County, North Carolina",7111607700,"Durham County, North Carolina",138785467
